Date,Total Coronavirus Deaths
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,1
2020-03-13,1
2020-03-14,3
2020-03-15,4
2020-03-16,4
2020-03-17,5
2020-03-18,5
2020-03-19,6
2020-03-20,10
2020-03-21,13
2020-03-22,15
2020-03-23,17
2020-03-24,20
2020-03-25,22
2020-03-26,27
2020-03-27,28
2020-03-28,32
2020-03-29,39
2020-03-30,46
2020-03-31,49
2020-04-01,51
2020-04-02,53
2020-04-03,63
2020-04-04,68
2020-04-05,73
2020-04-06,79
2020-04-07,81
2020-04-08,83
2020-04-09,87
2020-04-10,92
2020-04-11,93
2020-04-12,98
2020-04-13,99
2020-04-14,101
2020-04-15,102
2020-04-16,105
2020-04-17,108
2020-04-18,110
2020-04-19,113
2020-04-20,116
2020-04-21,121
2020-04-22,121
2020-04-23,125
2020-04-24,130
2020-04-25,130
2020-04-26,134
2020-04-27,136
2020-04-28,138
2020-04-29,139
2020-04-30,140
2020-05-01,140
2020-05-02,143
2020-05-03,144
2020-05-04,146
2020-05-05,146
2020-05-06,147
2020-05-07,148
2020-05-08,150
2020-05-09,151
