Date,Total Coronavirus Deaths
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,0
2020-03-19,0
2020-03-20,0
2020-03-21,0
2020-03-22,0
2020-03-23,0
2020-03-24,0
2020-03-25,0
2020-03-26,0
2020-03-27,0
2020-03-28,0
2020-03-29,1
2020-03-30,1
2020-03-31,1
2020-04-01,1
2020-04-02,1
2020-04-03,1
2020-04-04,1
2020-04-05,3
2020-04-06,3
2020-04-07,3
2020-04-08,3
2020-04-09,3
2020-04-10,3
2020-04-11,4
2020-04-12,5
2020-04-13,6
2020-04-14,6
2020-04-15,6
2020-04-16,6
2020-04-17,6
2020-04-18,8
2020-04-19,9
2020-04-20,10
2020-04-21,13
2020-04-22,14
2020-04-23,14
2020-04-24,14
2020-04-25,14
2020-04-26,14
2020-04-27,14
2020-04-28,14
2020-04-29,14
2020-04-30,14
2020-05-01,15
2020-05-02,15
2020-05-03,17
2020-05-04,17
2020-05-05,18
2020-05-06,18
2020-05-07,20
2020-05-08,20
2020-05-09,21
2020-05-10,21
2020-05-11,21
2020-05-12,21
2020-05-13,24
2020-05-14,24
2020-05-15,24
2020-05-16,25
2020-05-17,27
2020-05-18,28
2020-05-19,28
2020-05-20,29
2020-05-21,29
2020-05-22,29
