Date,Total Coronavirus Currently Infected
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,1
2020-03-08,1
2020-03-09,1
2020-03-10,2
2020-03-11,5
2020-03-12,6
2020-03-13,6
2020-03-14,7
2020-03-15,8
2020-03-16,8
2020-03-17,9
2020-03-18,11
2020-03-19,13
2020-03-20,18
2020-03-21,21
2020-03-22,21
2020-03-23,21
2020-03-24,25
2020-03-25,34
2020-03-26,38
2020-03-27,48
2020-03-28,52
2020-03-29,55
2020-03-30,60
2020-03-31,61
2020-04-01,65
2020-04-02,72
2020-04-03,83
2020-04-04,81
2020-04-05,89
2020-04-06,96
2020-04-07,95
2020-04-08,99
2020-04-09,101
2020-04-10,105
2020-04-11,109
2020-04-12,106
2020-04-13,119
2020-04-14,130
2020-04-15,130
2020-04-16,136
2020-04-17,161
2020-04-18,159
2020-04-19,157
2020-04-20,154
2020-04-21,147
2020-04-22,142
2020-04-23,137
2020-04-24,141
2020-04-25,136
2020-04-26,134
2020-04-27,126
2020-04-28,126
2020-04-29,128
2020-04-30,129
2020-05-01,143
2020-05-02,208
2020-05-03,241
2020-05-04,260
2020-05-05,286
2020-05-06,288
2020-05-07,304
2020-05-08,401
2020-05-09,524
2020-05-10,538
2020-05-11,544
2020-05-12,554
2020-05-13,547
2020-05-14,559
2020-05-15,555
2020-05-16,569
2020-05-17,573
2020-05-18,558
2020-05-19,588
2020-05-20,580
2020-05-21,569
2020-05-22,563
2020-05-23,541
2020-05-24,544
2020-05-25,510
2020-05-26,484
2020-05-27,481
2020-05-28,487
2020-05-29,493
2020-05-30,487
2020-05-31,498
2020-06-01,496
2020-06-02,504
2020-06-03,548
2020-06-04,564
2020-06-05,560
2020-06-06,547
2020-06-07,549
2020-06-08,531
2020-06-09,572
2020-06-10,572
2020-06-11,595
2020-06-12,610
2020-06-13,603
2020-06-14,628
2020-06-15,611
2020-06-16,592
2020-06-17,584
2020-06-18,600
2020-06-19,582
2020-06-20,558
2020-06-21,495
2020-06-22,476
2020-06-23,483
2020-06-24,571
2020-06-25,580
2020-06-26,685
2020-06-27,882
